p1_sets,p2_sets,sub_set,game_no,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,game_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,player1_quality,player2_quality,elo1,elo2,sub_point_squared,serve_no_squared,elo1_squared,elo2_squared,player1_quality_squared,player2_quality_squared,lasso_game_victor,player1_performance,player2_performance
0,0,0,10,5,4,1,3,1,1,1,1,36,28,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717863105,0.282136895,0.506234497,0.493765503,64,1,0.512467055,0.487532945,0.866200383,0.133799617,1.063672818,0.985307992,0.01469197
1,0,1,1,0,0,0,0,0,2,1,2,36,29,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527494908,0.472505092,0.512789959,0.487210041,49,1,0.525563192,0.474436808,0.554824035,0.445175965,0.238474792,0.999395013,0.00060499
1,0,1,1,0,0,0,0,1,2,1,2,36,30,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.527494908,0.472505092,0.504066354,0.495933646,36,1,0.50813217,0.49186783,0.554824035,0.445175965,0.133325839,0.999463856,0.000536163
1,0,1,1,0,0,0,0,2,2,2,1,37,30,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.527494908,0.472505092,0.496327931,0.503672069,49,4,0.492656257,0.507343743,0.554824035,0.445175965,0.272327205,0.999477446,0.000522525
1,0,1,1,0,0,0,1,2,2,2,2,37,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527494908,0.472505092,0.50402113,0.49597887,36,4,0.50804174,0.49195826,0.554824035,0.445175965,0.128467346,0.999420881,0.000579099
1,0,1,1,0,0,0,1,3,2,1,2,37,32,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527494908,0.472505092,0.496287892,0.503712108,25,1,0.492576194,0.507423806,0.554824035,0.445175965,0.014603428,0.082082592,0.91791743
1,0,1,2,0,1,-1,0,0,1,1,1,38,32,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381000505,0.618999495,0.48944386,0.51055614,36,1,0.478897126,0.521102874,0.274759429,0.725240571,0.756004819,0.395467937,0.604532063
1,0,1,2,0,1,-1,1,0,1,1,1,39,32,7,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.381000505,0.618999495,0.497918901,0.502081099,49,1,0.495837873,0.504162127,0.274759429,0.725240571,0.84769569,0.089895323,0.910104692
1,0,1,2,0,1,-1,2,0,1,1,1,40,32,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.381000505,0.618999495,0.505429322,0.494570678,64,1,0.510857364,0.489142636,0.274759429,0.725240571,0.939271184,0.056040812,0.943959236
1,0,1,2,0,1,-1,3,0,1,2,1,41,32,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381000505,0.618999495,0.512076697,0.487923303,81,4,0.524139311,0.475860689,0.274759429,0.725240571,1.039330888,0.403884262,0.596115708
1,0,1,3,1,1,0,0,0,2,1,2,41,33,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,0.352941176,0.517973932,0.482026068,64,1,0.53590147,0.46409853,0.770700637,0.229299363,0.283392978,0.999462903,0.000537104
1,0,1,3,1,1,0,0,1,2,2,2,41,34,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.647058824,0.352941176,0.508687812,0.491312188,49,4,0.517370379,0.482629621,0.770700637,0.229299363,0.186958992,0.999479353,0.00052069
1,0,1,3,1,1,0,0,2,2,1,2,41,35,6,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.647058824,0.352941176,0.500422939,0.499577061,36,1,0.500845878,0.499154122,0.770700637,0.229299363,0.073210451,0.999465168,0.00053481
1,0,1,3,1,1,0,0,3,2,1,2,41,36,5,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.647058824,0.352941176,0.493103335,0.506896665,25,1,0.486209293,0.513790707,0.770700637,0.229299363,-0.032053879,0.999312997,0.000687009
1,0,1,4,1,2,-1,0,0,1,1,2,41,37,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.437340153,0.562659847,0.486623288,0.513376712,16,1,0.473265711,0.526734289,0.376618024,0.623381976,0.541297495,0.999293923,0.000706024
1,0,1,4,1,2,-1,0,1,1,2,2,41,38,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.437340153,0.562659847,0.480869801,0.519130199,9,4,0.461795528,0.538204472,0.376618024,0.623381976,0.444401997,0.999466956,0.000533103
1,0,1,4,1,2,-1,0,2,1,1,2,41,39,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.437340153,0.562659847,0.475736355,0.524263645,4,1,0.451586719,0.548413281,0.376618024,0.623381976,0.330191946,0.999467194,0.000532847
1,0,1,4,1,2,-1,0,3,1,1,1,42,39,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.437340153,0.562659847,0.471129111,0.528870889,9,1,0.4424501,0.5575499,0.376618024,0.623381976,0.412811784,0.996067226,0.003932748
1,0,1,4,1,2,-1,1,3,1,1,1,43,39,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.437340153,0.562659847,0.481510208,0.518489792,16,1,0.463070916,0.536929084,0.376618024,0.623381976,0.504848788,0.998802662,0.001197312
1,0,1,4,1,2,-1,2,3,1,1,2,43,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.437340153,0.562659847,0.490851031,0.509148969,9,1,0.481708187,0.518291813,0.376618024,0.623381976,0.141179474,0.997956395,0.002043593
1,0,1,5,1,3,-2,0,0,2,2,1,44,40,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.442622951,0.557377049,0.484626125,0.515373875,16,4,0.469281292,0.530718708,0.3867374,0.6132626,0.425127137,0.748343647,0.251656353
1,0,1,5,1,3,-2,1,0,2,1,2,44,41,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442622951,0.557377049,0.493632867,0.506367133,9,1,0.487267799,0.512732201,0.3867374,0.6132626,0.272321557,0.948885798,0.051114231
1,0,1,5,1,3,-2,1,1,2,1,1,45,41,4,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.442622951,0.557377049,0.487092524,0.512907476,16,1,0.47420224,0.52579776,0.3867374,0.6132626,0.403069467,0.999453366,0.000546641
1,0,1,5,1,3,-2,2,1,2,1,2,45,42,3,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.442622951,0.557377049,0.495829114,0.504170886,9,1,0.491658808,0.508341192,0.3867374,0.6132626,0.258863475,0.7368204,0.2631796
1,0,1,5,1,3,-2,2,2,2,1,2,45,43,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.442622951,0.557377049,0.489037695,0.510962305,4,1,0.478085924,0.521914076,0.3867374,0.6132626,0.153253013,0.758753836,0.241246179
1,0,1,5,1,3,-2,2,3,2,2,1,46,43,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.442622951,0.557377049,0.483016339,0.516983661,9,4,0.466071824,0.533928176,0.3867374,0.6132626,0.292715888,0.998619199,0.001380801
1,0,1,5,1,3,-2,3,3,2,2,2,46,44,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442622951,0.557377049,0.492196757,0.507803243,4,4,0.484397315,0.515602685,0.3867374,0.6132626,0.148394519,0.995748818,0.004251186
1,0,1,5,1,3,-2,3,4,2,2,2,46,45,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.442622951,0.557377049,0.485819682,0.514180318,1,4,0.471662157,0.528337843,0.3867374,0.6132626,0.042668679,0.795543253,0.204456791
1,0,1,6,1,4,-3,0,0,1,1,1,47,45,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.500216357,0.499783643,0.480154445,0.519845555,4,1,0.46037132,0.53962868,0.500432713,0.499567287,0.779222371,0.396548957,0.603451073
1,0,1,6,1,4,-3,1,0,1,1,2,47,46,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500216357,0.499783643,0.489637813,0.510362187,1,1,0.479284523,0.520715477,0.500432713,0.499567287,0.634785624,0.407913268,0.592086732
1,0,1,6,1,4,-3,1,1,1,1,1,48,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500216357,0.499783643,0.483549299,0.516450701,4,1,0.467134176,0.532865824,0.500432713,0.499567287,0.765764289,0.399990857,0.600009143
1,0,1,6,1,4,-3,2,1,1,1,1,49,46,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500216357,0.499783643,0.492672465,0.507327535,9,1,0.485348076,0.514651924,0.500432713,0.499567287,0.857916671,0.396146655,0.603853285
1,0,1,6,1,4,-3,3,1,1,1,2,49,47,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500216357,0.499783643,0.500783226,0.499216774,4,1,0.501566448,0.498433552,0.500432713,0.499567287,0.713595302,0.397901535,0.602098465
1,0,1,6,1,4,-3,3,2,1,1,2,49,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500216357,0.499783643,0.493422146,0.506577854,1,1,0.486846567,0.513153433,0.500432713,0.499567287,0.607869461,0.998281717,0.001718315
1,0,1,6,1,4,-3,3,3,1,1,2,49,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.500216357,0.499783643,0.486905809,0.513094191,0,1,0.473829567,0.526170433,0.500432713,0.499567287,0.502028243,0.992079556,0.00792047
1,0,1,6,1,4,-3,3,4,1,1,2,49,50,-1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.500216357,0.499783643,0.481121184,0.518878816,1,1,0.462296119,0.537703881,0.500432713,0.499567287,0.128364875,0.942302346,0.057697639
1,0,1,7,1,5,-4,0,0,2,2,2,49,51,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525252525,0.474747475,0.475961267,0.524038733,4,4,0.452033406,0.547966594,0.550376552,0.449623448,0.197443737,0.99944073,0.000559265
1,0,1,7,1,5,-4,0,1,2,1,2,49,52,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525252525,0.474747475,0.471331575,0.528668425,9,1,0.442851027,0.557148973,0.550376552,0.449623448,0.082656798,0.999414206,0.000585773
1,0,1,7,1,5,-4,0,2,2,1,2,49,53,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525252525,0.474747475,0.467151775,0.532848225,16,1,0.434585878,0.565414122,0.550376552,0.449623448,-0.023645931,0.999113977,0.000886016
1,0,1,7,1,5,-4,0,3,2,1,1,50,53,-3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.525252525,0.474747475,0.463354885,0.536645115,9,1,0.427101341,0.572898659,0.550376552,0.449623448,0.107909623,0.999323606,0.000676359
1,0,1,7,1,5,-4,1,3,2,2,1,51,53,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.525252525,0.474747475,0.474427357,0.525572643,4,4,0.448988153,0.551011847,0.550376552,0.449623448,0.20923848,0.999365389,0.000634655
1,0,1,7,1,5,-4,2,3,2,1,1,52,53,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.525252525,0.474747475,0.484491415,0.515508585,1,1,0.469012643,0.530987357,0.550376552,0.449623448,0.293252784,0.999290705,0.000709292
1,0,1,7,1,5,-4,3,3,2,1,2,52,54,-2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525252525,0.474747475,0.493512775,0.506487225,4,1,0.487027734,0.512972266,0.550376552,0.449623448,0.148469905,0.996866763,0.003133172
1,0,1,7,1,5,-4,3,4,2,1,2,52,55,-3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525252525,0.474747475,0.486986116,0.513013884,9,1,0.473989852,0.526010148,0.550376552,0.449623448,0.042282554,0.99771452,0.00228552
1,1,0,1,0,0,0,0,0,1,1,1,53,55,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365234375,0.634765625,0.481192629,0.518807371,4,1,0.462438402,0.537561598,0.248723274,0.751276726,0.761958733,0.395282656,0.604717374
1,1,0,1,0,0,0,1,0,1,2,1,54,55,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.365234375,0.634765625,0.490567003,0.509432997,1,4,0.481140719,0.518859281,0.248723274,0.751276726,0.863172213,0.397325993,0.602673948
1,1,0,1,0,0,0,2,0,1,2,2,54,56,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.365234375,0.634765625,0.498915925,0.501084075,4,4,0.497831861,0.502168139,0.248723274,0.751276726,0.718389333,0.408017516,0.591982484
1,1,0,1,0,0,0,2,1,1,2,2,54,57,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365234375,0.634765625,0.491769809,0.508230191,9,4,0.483544076,0.516455924,0.248723274,0.751276726,0.612201982,0.799755454,0.200244531
1,1,0,1,0,0,0,2,2,1,2,2,54,58,-4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.365234375,0.634765625,0.485441104,0.514558896,16,4,0.470906874,0.529093126,0.248723274,0.751276726,0.505899254,0.999114096,0.000885883
1,1,0,1,0,0,0,2,3,1,1,2,54,59,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.365234375,0.634765625,0.479817271,0.520182729,25,1,0.459700206,0.540299794,0.248723274,0.751276726,0.123174787,0.996354818,0.003645204
1,1,0,2,0,1,-1,0,0,2,1,2,54,60,-6,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.619883041,0.380116959,0.47479398,0.52520602,36,1,0.449715751,0.550284249,0.726731777,0.273268223,0.257164713,0.999216199,0.000783792
1,1,0,2,0,1,-1,0,1,2,1,2,54,61,-7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619883041,0.380116959,0.470280152,0.529719848,49,1,0.44076957,0.55923043,0.726731777,0.273268223,0.150515852,0.99941802,0.000581956
1,1,0,2,0,1,-1,0,2,2,1,2,54,62,-8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.619883041,0.380116959,0.466198818,0.533801182,64,1,0.432705178,0.567294822,0.726731777,0.273268223,0.043751613,0.999160886,0.000839178
1,1,0,2,0,1,-1,0,3,2,1,2,54,63,-9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619883041,0.380116959,0.462485982,0.537514018,81,1,0.425391948,0.574608052,0.726731777,0.273268223,-0.063128004,0.011328026,0.988672018
1,1,0,3,0,2,-2,0,0,1,2,1,55,63,-8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333881579,0.666118421,0.459088794,0.540911206,64,4,0.418721739,0.581278261,0.200790317,0.799209683,0.72930236,0.000532592,0.999467432
1,1,0,3,0,2,-2,1,0,1,1,1,56,63,-7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333881579,0.666118421,0.470505474,0.529494526,49,1,0.441215501,0.558784499,0.200790317,0.799209683,0.814008929,0.000364866,0.9996351
1,1,0,3,0,2,-2,2,0,1,2,1,57,63,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333881579,0.666118421,0.480944983,0.519055017,36,4,0.461945236,0.538054764,0.200790317,0.799209683,0.915799297,0.000716958,0.999283016
1,1,0,3,0,2,-2,3,0,1,1,1,58,63,-5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333881579,0.666118421,0.490345453,0.509654547,25,1,0.480698103,0.519301897,0.200790317,0.799209683,1.000275111,0.999013066,0.000986942
1,1,0,4,1,2,-1,0,0,2,1,2,58,64,-6,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.657541322,0.342458678,0.498719308,0.501280692,36,1,0.497438634,0.502561366,0.786627141,0.213372859,0.269751253,0.99884522,0.001154752
1,1,0,4,1,2,-1,0,1,2,1,1,59,64,-5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.657541322,0.342458678,0.49159582,0.50840418,25,1,0.483196388,0.516803612,0.786627141,0.213372859,0.401537561,0.999178588,0.000821343
1,1,0,4,1,2,-1,1,1,2,1,2,59,65,-6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657541322,0.342458678,0.499828629,0.500171371,36,1,0.499657258,0.500342742,0.786627141,0.213372859,0.256293172,0.996762037,0.003237945
1,1,0,4,1,2,-1,1,2,2,1,2,59,66,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657541322,0.342458678,0.492577446,0.507422554,49,1,0.485158162,0.514841838,0.786627141,0.213372859,0.14964431,0.9990834,0.000916575
1,1,0,4,1,2,-1,1,3,2,2,2,59,67,-8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.657541322,0.342458678,0.486157173,0.513842827,64,4,0.47233555,0.52766445,0.786627141,0.213372859,0.05147966,0.013304726,0.98669529
1,1,0,5,1,3,-2,0,0,1,1,1,60,67,-7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361757106,0.638242894,0.480454932,0.519545068,49,1,0.460969504,0.539030496,0.243149028,0.756850972,0.731778239,0.002102016,0.997897983
1,1,0,5,1,3,-2,1,0,1,2,1,61,67,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361757106,0.638242894,0.489906863,0.510093137,36,4,0.479821949,0.520178051,0.243149028,0.756850972,0.833568607,0.013915636,0.986084402
1,1,0,5,1,3,-2,2,0,1,1,1,62,67,-5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361757106,0.638242894,0.498329999,0.501670001,25,1,0.496660034,0.503339966,0.243149028,0.756850972,0.918044421,0.003003435,0.996996522
1,1,0,5,1,3,-2,3,0,1,1,1,63,67,-4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.361757106,0.638242894,0.505793133,0.494206867,16,1,0.511584711,0.488415289,0.243149028,0.756850972,1.011004446,0.999459326,0.000540631
1,1,0,6,2,3,-1,0,0,2,1,2,63,68,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0.512398951,0.487601049,25,1,0.524782662,0.475217338,0.64,0.36,0.241851453,0.997542977,0.002456997
1,1,0,6,2,3,-1,0,1,2,1,1,64,68,-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0.503718618,0.496281382,16,1,0.507436825,0.492563175,0.64,0.36,0.373522383,0.999027252,0.000972799
1,1,0,6,2,3,-1,1,1,2,1,2,64,69,-5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.571428571,0.428571429,0.510561904,0.489438096,25,1,0.521114386,0.478885614,0.64,0.36,0.228393371,0.999222398,0.000777572
1,1,0,6,2,3,-1,1,2,2,1,2,64,70,-6,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.571428571,0.428571429,0.502086218,0.497913782,36,1,0.504172363,0.495827637,0.64,0.36,0.121859887,0.999237299,0.000762734
1,1,0,6,2,3,-1,1,3,2,1,2,64,71,-7,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.571428571,0.428571429,0.494575207,0.505424793,49,1,0.489151691,0.510848309,0.64,0.36,0.015211026,0.003682251,0.996317744
1,1,0,7,2,4,-2,0,0,1,1,2,64,72,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387911247,0.612088753,0.487927315,0.512072685,64,1,0.475868699,0.524131301,0.286549564,0.713450436,0.504285992,0.000478702,0.999521255
1,1,0,7,2,4,-2,0,1,1,2,1,65,72,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387911247,0.612088753,0.482029635,0.517970365,49,4,0.464105635,0.535894365,0.286549564,0.713450436,0.644902643,0.000524568,0.99947542
1,1,0,7,2,4,-2,1,1,1,2,1,66,72,-6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.387911247,0.612088753,0.491315376,0.508684624,36,4,0.48263599,0.51736401,0.286549564,0.713450436,0.738093423,0.000375662,0.999624372
1,1,0,7,2,4,-2,2,1,1,1,1,67,72,-5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387911247,0.612088753,0.499579888,0.500420112,25,1,0.499159776,0.500840224,0.286549564,0.713450436,0.822569237,0.012315086,0.987684846
1,1,0,7,2,4,-2,3,1,1,1,1,68,72,-4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387911247,0.612088753,0.506899167,0.493100833,16,1,0.513795708,0.486204292,0.286549564,0.713450436,0.915529262,0.999509692,0.000490328
1,1,0,8,3,4,-1,0,0,2,1,2,68,73,-5,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.650315032,0.349684968,0.513378929,0.486621071,25,1,0.526738714,0.473261286,0.775711674,0.224288326,0.270309782,0.513744235,0.486255795
1,1,0,8,3,4,-1,0,1,2,1,2,68,74,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650315032,0.349684968,0.504590346,0.495409654,36,1,0.509179918,0.490820082,0.775711674,0.224288326,0.163776298,0.992187619,0.007812385
1,1,0,8,3,4,-1,0,2,2,2,2,68,75,-7,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.650315032,0.349684968,0.496791878,0.503208122,49,4,0.493584021,0.506415979,0.775711674,0.224288326,0.065727025,0.999385476,0.000614509
1,1,0,8,3,4,-1,0,3,2,1,1,69,75,-6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.650315032,0.349684968,0.489889997,0.510110003,36,1,0.479788257,0.520211743,0.775711674,0.224288326,0.189029123,0.999087453,0.000912504
1,1,0,8,3,4,-1,1,3,2,1,2,69,76,-7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650315032,0.349684968,0.498315025,0.501684975,49,1,0.496630088,0.503369912,0.775711674,0.224288326,0.043669355,0.011128329,0.988871634
1,1,0,9,3,5,-2,0,0,1,1,2,69,77,-8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374800638,0.625199362,0.491238056,0.508761944,64,1,0.482481491,0.517518509,0.264374859,0.735625141,0.500375597,0.001149446,0.998850584
1,1,0,9,3,5,-2,0,1,1,2,2,69,78,-9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.374800638,0.625199362,0.484969476,0.515030524,81,4,0.469966093,0.530033907,0.264374859,0.735625141,0.402095569,0.040944017,0.95905602
1,1,0,9,3,5,-2,0,2,1,1,1,70,78,-8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374800638,0.625199362,0.479397067,0.520602933,64,1,0.45886398,0.54113602,0.264374859,0.735625141,0.525628422,0.000430765,0.999569237
1,1,0,9,3,5,-2,1,2,1,1,1,71,78,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374800638,0.625199362,0.488959267,0.511040733,49,1,0.477929295,0.522070705,0.264374859,0.735625141,0.618934579,0.089154199,0.910845757
1,1,0,9,3,5,-2,2,2,1,1,1,72,78,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374800638,0.625199362,0.497488498,0.502511502,36,1,0.494977123,0.505022877,0.264374859,0.735625141,0.712125359,0.002124409,0.997875571
1,1,0,9,3,5,-2,3,2,1,2,1,73,78,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374800638,0.625199362,0.505048406,0.494951594,25,4,0.510095783,0.489904217,0.264374859,0.735625141,0.81380035,0.998454094,0.001545935
1,1,0,10,4,5,-1,0,0,2,2,2,73,79,-6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485294118,0.514705882,0.511739335,0.488260665,36,4,0.523465734,0.476534266,0.470613656,0.529386344,0.215471151,0.999487996,0.000512011
1,1,0,10,4,5,-1,0,1,2,2,1,74,79,-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.485294118,0.514705882,0.503132235,0.496867765,25,4,0.506264224,0.493735776,0.470613656,0.529386344,0.34725746,0.999213099,0.00078688
1,1,0,10,4,5,-1,1,1,2,1,1,75,79,-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.485294118,0.514705882,0.510042832,0.489957168,16,1,0.520077563,0.479922437,0.470613656,0.529386344,0.431617896,0.933872521,0.066127442
1,1,0,10,4,5,-1,2,1,2,1,2,75,80,-5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485294118,0.514705882,0.516167169,0.483832831,25,1,0.532300568,0.467699432,0.470613656,0.529386344,0.286488884,0.880156875,0.119843133
1,1,0,10,4,5,-1,2,2,2,2,2,75,81,-6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.485294118,0.514705882,0.507074563,0.492925437,36,4,0.514146295,0.485853705,0.470613656,0.529386344,0.188554989,0.997522771,0.002477231
1,1,0,10,4,5,-1,2,3,2,1,2,75,82,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485294118,0.514705882,0.498992551,0.501007449,49,1,0.49798511,0.50201489,0.470613656,0.529386344,0.073306539,0.017268913,0.982731044
1,2,-1,1,0,0,0,0,0,1,1,1,76,82,-6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827586207,0.172413793,0.491837615,0.508162385,36,1,0.483679579,0.516320421,0.958402662,0.041597338,0.909599595,0.218748048,0.781251967
1,2,-1,1,0,0,0,1,0,1,1,1,77,82,-5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827586207,0.172413793,0.500043059,0.499956941,25,1,0.500086119,0.499913881,0.958402662,0.041597338,1.002674997,0.001249592,0.998750448
